A!NET_NAME!NET_LOGICAL_PATH!NET_CDS_FSP_UID!NET_SHIELD_NET!NET_RELATIVE_PROPAGATION_DELAY!NET_NO_PIN_ESCAPE!NET_NET_SHORT!NET_VOLTAGE_LAYER!NET_VOLTAGE!NET_RATSNEST_SCHEDULE!NET_CLOCK_NET!NET_NET_PHYSICAL_TYPE!NET_MAX_FINAL_SETTLE!NET_NO_TEST!NET_MAX_EXPOSED_LENGTH!NET_ELECTRICAL_CONSTRAINT_SET!NET_CDS_FSP_BUS_INDEX!NET_STUB_LENGTH!NET_SHIELD_TYPE!NET_NO_RAT!NET_PROPAGATION_DELAY!NET_NO_RIPUP!NET_MIN_HOLD!NET_DIFFERENTIAL_PAIR!NET_MIN_SETUP!NET_MIN_NECK_WIDTH!NET_BUS_NAME!NET_MIN_NOISE_MARGIN!NET_MATCHED_DELAY!NET_ECL!NET_DIFFP_LENGTH_TOL!NET_DIFFP_2ND_LENGTH!NET_NET_GROUP_GRP_NAME!NET_SUBNET_NAME!NET_MIN_BOND_LENGTH!NET_MAX_OVERSHOOT!NET_TS_ALLOWED!NET_MAX_VIA_COUNT!NET_EMC_CRITICAL_NET!NET_CDS_FSP_NET!NET_PROBE_NUMBER!NET_NO_ROUTE!NET_MIN_LINE_WIDTH!NET_ECL_TEMP!NET_NO_GLOSS!NET_ROUTE_PRIORITY!NET_NET_SPACING_TYPE!NET_IMPEDANCE_RULE!
J!c:/users/phdgc/downloads/upenn-dune-gib/allegro/gps_interface_boardv54dc.brd!Tue Jul  8 10:44:39 2025!-19685.04!-19685.04!19685.04!19685.04!0.01!mils!GPS_INTERFACE_BOARD!100.200000 mil!23!OUT OF DATE!
S!N764211!@gps_interface_board.\00. gib top\(sch_1):n764211!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N764207!@gps_interface_board.\00. gib top\(sch_1):n764207!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N812455!@gps_interface_board.\00. gib top\(sch_1):n812455!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N755066!@gps_interface_board.\00. gib top\(sch_1):n755066!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!FB_2V5_2!@gps_interface_board.\00. gib top\(sch_1):fb_2v5_2!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!FB_2V5_1!@gps_interface_board.\00. gib top\(sch_1):fb_2v5_1!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!FMC.ACLK_FROM_SFP_P!@gps_interface_board.\00. gib top\(sch_1):\fmc.aclk_from_sfp_p\!!!!!!!!!!!!!!!!!!!!!!FMC.ACLK_FROM_SFP!!!FMC[0..110]!!!!!!!!!!!!!!!!!!!!!!
S!FMC.RECOV_ACLK_DATA_P!@gps_interface_board.\00. gib top\(sch_1):\fmc.recov_aclk_data_p\!!!!!!!!!!!!!!!!!!!!!!FMC.RECOV_ACLK_DATA!!!FMC[0..110]!!!!!!!!!!!!!!!!!!!!!!
S!FMC.RECOV_ACLK_DATA_N!@gps_interface_board.\00. gib top\(sch_1):\fmc.recov_aclk_data_n\!!!!!!!!!!!!!!!!!!!!!!FMC.RECOV_ACLK_DATA!!!FMC[0..110]!!!!!!!!!!!!!!!!!!!!!!
S!FMC.RECOV_ACLK_CLK_P!@gps_interface_board.\00. gib top\(sch_1):\fmc.recov_aclk_clk_p\!!!!!!!!!!!!!!!!!!!!!!FMC.RECOV_ACLK_CLK!!!FMC[0..110]!!!!!!!!!!!!!!!!!!!!!!
S!FMC.RECOV_ACLK_CLK_N!@gps_interface_board.\00. gib top\(sch_1):\fmc.recov_aclk_clk_n\!!!!!!!!!!!!!!!!!!!!!!FMC.RECOV_ACLK_CLK!!!FMC[0..110]!!!!!!!!!!!!!!!!!!!!!!
S!FMC.ACLK_FROM_SFP_N!@gps_interface_board.\00. gib top\(sch_1):\fmc.aclk_from_sfp_n\!!!!!!!!!!!!!!!!!!!!!!FMC.ACLK_FROM_SFP!!!FMC[0..110]!!!!!!!!!!!!!!!!!!!!!!
S!FMC.ACLK_SFP_TX_DIS!@gps_interface_board.\00. gib top\(sch_1):\fmc.aclk_sfp_tx_dis\!!!!!!!!!!!!!!!!!!!!!!!!!FMC[0..110]!!!!!!!!!!!!!!!!!!!!!!
S!FMC.ACLK_TO_SFP_P!@gps_interface_board.\00. gib top\(sch_1):\fmc.aclk_to_sfp_p\!!!!!!!!!!!!!!!!!!!!!!FMC.ACLK_TO_SFP!!!FMC[0..110]!!!!!!!!!!!!!!!!!!!!!!
S!FMC.ACLK_SFP_SCL!@gps_interface_board.\00. gib top\(sch_1):\fmc.aclk_sfp_scl\!!!!!!!!!!!!!!!!!!!!!!!!!FMC[0..110]!!!!!!!!!!!!!!!!!!!!!!
S!FMC.GPS_CLK_COPY_P!@gps_interface_board.\00. gib top\(sch_1):\fmc.gps_clk_copy_p\!!!!!!!!!!!!!!!!!!!!!!FMC.GPS_CLK_COPY!!!FMC[0..110]!!!!!!!!!!!!!!!!!!!!!!
S!FMC.ACLK_TO_SFP_N!@gps_interface_board.\00. gib top\(sch_1):\fmc.aclk_to_sfp_n\!!!!!!!!!!!!!!!!!!!!!!FMC.ACLK_TO_SFP!!!FMC[0..110]!!!!!!!!!!!!!!!!!!!!!!
S!FMC.ACLK_SFP_SDA!@gps_interface_board.\00. gib top\(sch_1):\fmc.aclk_sfp_sda\!!!!!!!!!!!!!!!!!!!!!!!!!FMC[0..110]!!!!!!!!!!!!!!!!!!!!!!
S!FMC.GPS_CLK_COPY_N!@gps_interface_board.\00. gib top\(sch_1):\fmc.gps_clk_copy_n\!!!!!!!!!!!!!!!!!!!!!!FMC.GPS_CLK_COPY!!!FMC[0..110]!!!!!!!!!!!!!!!!!!!!!!
S!12V_FANS!@gps_interface_board.\00. gib top\(sch_1):\12v_fans\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!12V_IN!@gps_interface_board.\00. gib top\(sch_1):\12v_in\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N01454!@gps_interface_board.\00. gib top\(sch_1):n01454!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!SQUELCH!@gps_interface_board.\00. gib top\(sch_1):squelch!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!FMC.PG_1V8!@gps_interface_board.\00. gib top\(sch_1):\fmc.pg_1v8\!!!!!!!!!!!!!!!!!!!!!!!!!FMC[0..110]!!!!!!!!!!!!!!!!!!!!!!
S!N361011!@gps_interface_board.\00. gib top\(sch_1):n361011!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!MOD_ABS_SFP INTERFACE_ACLK SFP!@gps_interface_board.\00. gib top\(sch_1):\mod_abs_sfp interface_aclk sfp\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!VCCR_SFP INTERFACE_ACLK SFP!@gps_interface_board.\00. gib top\(sch_1):\vccr_sfp interface_aclk sfp\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
